"Symbol","Expiry1 IV","Expiry2 IV","Expiry3 IV","IV30","IV90","IV60","Expiry4 IV"
"LI",89.52,87.34,85.06,87.3024,85.1435,86.5233,85.68
"LII",28.27,30.86,30.54,29.3794,30.4651,30.7459,29.97
"LILA",85.13,72.3,54.54,72.3036,59.6081,69.1321,51.87
"LILAK",55.22,52.4,52.57,54.0146,52.5191,52.4316,52.26
"LIN",24.33,27.15,26.98,25.538,27.0278,27.1214,27.15
"LINC",170.72,97.43,86.14,86.1404,86.5356,86.1404,89.13
"LIND",63.94,66.54,70.4,66.5375,69.3001,67.2276,74.29
"LIT",45.78,45.07,45.7,45.475,45.5242,45.1865,46.38
"LITE",39.59,48.37,46.77,42.8607,46.5443,47.8007,45.03
"LIVN",66.25,49.27,47.19,58.9771,47.7821,48.8978,46.31
"LIVX",173.47,148.09,138.81,162.6011,141.4592,146.4313,141.7
"LJPC",103.41,84.63,94.73,95.3679,93.8856,88.2396,88.33
"LKFN",30.11,34.62,34.76,32.0423,34.6929,34.6664,34.28
"LKNCY",125.71,119.91,0,125.4731,124.5347,125.0039,0
"LKQ",36.77,38.54,39.79,37.5288,39.0921,38.6795,38.94
"LL",69.55,81.29,83.59,96.0685,82.301,81.5443,77.27
"LLEXQ",0,0,0,0,0,0,0
"LLNW",70.83,90.61,93.68,79.3025,94.1265,91.7093,97.06
"LLY",28.32,31.53,30.1,29.9517,29.8062,31.0202,29.42
"LMAT",68.17,55.23,54.84,62.6265,54.3236,55.0925,50.94
"LMND",101.68,105.58,101.97,101.6169,101.7032,104.2911,99.94
"LMNR",96.33,65.98,52.71,83.3324,52.6865,61.2384,52.51
"LMNX",69.63,71.56,61.88,70.4559,64.6403,69.8341,58.4
"LMRK",68.9,39.29,43.84,56.221,41.291,39.7935,47.68
"LMT",23.65,24.78,25.37,25.0758,25.4336,24.9918,25.82
"LN",0,0,0,0,0,0,0
"LNC",43.78,48.13,49.42,45.6457,49.0491,48.3611,49.28
"LNDC",61.29,45.97,51.2,54.7327,50.6756,47.84,47.26
"LNG",34.19,34.51,35.34,33.9041,35.3759,34.8038,35.63
"LNN",51.21,39.21,35.88,46.0694,35.7171,38.0224,34.64
"LNT",23.34,25.39,25.4,24.2192,25.3951,25.3929,24.53
"LNTH",54.9,64.89,75.9,59.1796,72.7554,66.8527,70.35
"LOB",53.53,55.57,55.16,54.4011,55.9914,55.4216,61.44
"LOCO",49.97,46.94,54.81,48.6727,54.9685,49.749,56.01
"LODE",116.68,101.77,140.19,110.2936,129.2237,108.6292,131.68
"LOGI",33.19,41.58,40.36,36.7808,39.8995,41.1423,36.89
"LOMA",131.89,0,56.35,113.9046,56.5186,77.9065,57.65
"LONEQ",0,0,0,0,0,0,0
"LOOP",140.03,111,110.1,127.5954,110.3589,110.8385,102.93
"LOPE",32.31,41,38.17,36.0309,38.3037,39.9853,39.21
"LORL",64.45,68.92,61.16,66.3673,63.3789,67.5392,48.8
"LOVE",94.25,84.27,88.67,89.9798,87.4129,85.0576,88.12
"LOW",25.17,26.55,30.65,25.9257,30.3571,28.0193,29.96
"LPCN",282.64,214.75,191.34,253.5611,204.4594,212.1807,210.19
"LPG",49.14,53.2,52.49,50.8806,52.4575,52.949,52.25
"LPI",98.59,106.12,99.45,101.8133,101.3526,104.9275,96.08
"LPL",70.8,51.38,48.58,62.4813,49.381,50.8798,49.68
"LPLA",31.59,35.98,38.28,33.4693,37.6225,36.393,37.43
"LPRO",64.23,71.14,69.8,67.1882,70.5502,70.9908,66.53
"LPSN",53.34,65.58,59.75,58.5811,61.4136,64.5411,60.54
"LPX",40.41,47.04,45.6,43.251,46.4085,46.8854,45.1
"LQD",6.72,7.5,7.56,6.9116,7.6697,7.522,8.38
"LQDA",123.28,113.41,116.77,119.0521,115.8088,114.0083,119.25
"LQDH",0,16.58,0,16.58,16.58,16.58,0
"LQDT",85.12,87.94,84.66,86.3303,84.162,86.7718,80.87
"LRCX",37.17,41.19,40.86,42.2651,40.9472,41.0691,41.32
"LRGF",0,19.99,17.13,19.9928,17.1297,18.9698,19.98
"LRMR",0,0,0,0,0,0,0
"LRN",70.48,80.67,81.19,74.8448,80.2157,80.8539,73.82
"LSCC",44.73,53.63,51.68,48.5398,51.5717,52.9333,50.88
"LSI",28.87,27.9,27.52,28.4535,27.4138,27.7657,26.69
"LSPD",73.22,82.98,80.45,77.4014,81.8655,82.7017,80.05
"LSTR",32.28,29.7,28.61,31.1756,28.9192,29.5085,29.39
"LSXMA",36.64,40.29,42.86,38.2031,42.1256,40.7497,39.95
"LSXMK",48.29,48.82,39.25,48.5152,41.9804,47.1082,38.02
"LTC",28.87,30.18,31.01,29.4316,30.5478,30.2753,32.55
"LTHM",77.69,83.1,80.75,80.0104,81.4199,82.6815,79.58
"LTPZ",13.48,12.97,14.2,13.2631,14.3943,13.4122,15.64
"LTRPA",129.04,132.09,131.38,130.3489,131.5845,131.9633,126.24
"LU",92.34,101.46,106.91,96.247,106.984,103.4087,107.47
"LULU",39.13,36.5,38.84,36.1283,39.3203,37.3383,42.46
"LUMN",35.26,39.45,45.46,35.6219,44.2584,41.5943,42.67
"LUV",38.84,42.63,43.01,41.0195,43.0421,42.767,43.25
"LVS",37.85,44.54,43.1,39.5616,43.0223,44.0272,42.5
"LW",43.35,38.34,38.49,41.2028,38.4482,38.3694,37.31
"LX",76.07,82.82,90.61,78.9597,86.2482,83.6785,85.46
"LXFR",82.91,62.03,55.83,62.0304,57.6001,60.9236,56.21
"LXP",44.61,54.62,36.35,48.8958,46.5862,52.6118,42.23
"LXRX",154.97,153.06,153.11,154.1494,153.093,153.068,152.11
"LXU",137.6,138.3,142.03,137.9011,141.316,139.6347,136.63
"LYB",36.17,39.57,39.91,40.2496,39.8348,39.6957,39.32
"LYFT",52.25,58.91,58.28,52.9775,58.4564,58.7939,57.46
"LYG",58.78,48.69,45.12,54.4579,46.1378,48.0519,50.57
"LYTS",60.62,62.19,67.86,61.2908,66.2419,63.2021,67.86
"LYV",40.63,44.37,47.62,42.2328,46.6953,44.9508,46.56
"LZB",37.86,44.4,43.17,40.6617,43.5223,44.1783,43.51
"M",72,71.53,76.15,71.1118,75.6186,73.1777,73.38
"MA",26.82,31.11,31.73,30.5316,31.7903,31.3282,31.88
"MAA",20.44,24.18,24.6,22.0427,24.5448,24.3332,24.18
"MAC",67.16,84.68,94.23,74.6614,93.6483,88.0903,89.84
"MACK",125.38,115.47,113.29,121.1352,110.4482,114.6899,91.82
"MAG",62.41,62.65,64.43,62.5138,63.4342,62.8453,63.54
"MAGA",0,32.57,0,32.5691,32.5691,32.5691,0
"MAGS",105.82,115.7,0,115.7001,115.7001,115.7001,0
"MAIN",33.13,28.95,32.92,31.3393,32.6364,30.3698,30.76
"MAN",32.45,36.17,34.94,34.045,35.2047,35.7299,36.94
"MANH",48.1,45.03,41.13,46.7836,42.2451,44.3347,41.92
"MANT",49.1,31.25,32.94,41.4538,31.9918,31.4328,34.22
"MANU",23.63,30.1,29.64,26.4011,29.7074,29.9325,30.15
"MAR",36.83,38.44,40.87,36.559,40.1782,38.8774,39.98
"MARA",208.05,202.13,199.64,205.515,197.6976,201.2378,184.95
"MARK",151.99,144.05,139.57,148.594,140.8511,143.2545,144.82
"MAS",26.25,31.41,30.39,28.4611,30.6833,31.2264,30.81
"MASI",35.35,32.12,32.3,33.9617,32.1981,32.1812,31.53
"MAT",37.92,48.52,45.34,40.3527,46.2457,47.9485,44.58
"MATW",41.33,42.82,42.96,41.9657,43.7097,42.8685,48.6
"MATX",52.69,46.84,47.95,50.1826,47.4924,47.2343,44.51
"MAXN",100.76,96.86,96.96,99.0928,95.7527,96.8989,87.82
"MAXR",80.82,75.85,80.35,78.6893,79.065,76.6507,79.01
"MBB",3.18,4.09,4.75,3.5698,4.7586,4.3272,4.79
"MBI",45.21,53.75,55.51,48.8661,54.5236,53.9446,53.93
"MBIO",192.45,172.77,159.74,184.0237,160.5071,168.1152,165.56
"MBT",23.96,28.24,30.28,25.7954,30.4674,28.9694,31.69
"MBUU",48.74,55.88,56.66,51.798,56.2218,55.9657,56.29
"MBWM",40.93,41.06,40.31,40.9866,40.4517,40.7962,41.36
"MC",37.58,37.48,35.88,37.5366,36.3401,37.1971,36.65
"MCBC",80.46,56.34,51.53,70.1308,50.683,54.6225,45.16
"MCC",0,0,0,0,0,0,0
"MCD",20.6,22.95,23.09,22.878,23.1014,22.9976,23.19
"MCF",114.33,115.28,117.11,114.7394,116.5908,115.6091,112.14
"MCFE",63.27,60.36,61.78,62.0236,61.6299,60.868,60.66
"MCFT",53.64,63.15,61.02,57.7103,61.625,62.7678,58.74
"MCHI",20.98,22.23,22.93,21.5132,22.539,22.3079,23.55
"MCHP",33.12,38.29,39.03,36.7647,38.8197,38.4242,37.7
"MCK",27.99,33.76,35.49,29.9198,34.5237,33.9535,34.68
"MCO",22.03,27.96,29,24.5723,28.4154,28.0738,29.92
"MCRB",134.29,116.83,124.22,126.8127,122.1135,118.1486,113.46
"MCRI",43.15,44.21,44.29,43.6063,44.5016,44.2406,45.87
"MCS",76.56,81.45,82.03,78.6516,81.705,81.5111,80.75
"MCY",31.27,32.63,31.86,31.8554,31.7362,32.3562,30.95
"MD",53.4,64.98,63.21,58.363,64.2036,64.7892,61.42
"MDB",46.32,50.82,53.93,48.0057,52.1865,51.1604,52.47
"MDC",39.59,44.59,46.05,41.7301,46.1191,45.1097,46.6
"MDCA",0,0,96.85,96.8505,96.9712,96.8505,97.76
"MDGL",54.75,56.34,58.75,55.4311,58.0646,56.7703,59.91
"MDIV",40.28,15.63,21.91,29.7214,18.3896,16.3196,0
"MDLA",57.47,52.03,56.17,55.139,53.8502,52.484,57.73
"MDLZ",18.73,22.69,21.86,23.2833,21.8723,22.3943,21.94
"MDP",63.72,71.24,66.13,66.9404,66.0765,69.4183,65.69
"MDRX",39.32,44.02,50.35,41.3317,50.2866,46.2805,49.85
"MDT",22.99,24.35,24.67,22.79,24.7004,24.4678,24.82
"MDU",25.46,35.51,32.73,29.763,33.5195,35.0094,31.38
"MDXG",104.88,83.06,99.84,95.5381,98.53,89.0564,89.95
"MDY",23.12,23.32,23.68,23.4277,23.704,23.4485,23.89
"MDYG",26.56,22.77,23.71,24.9355,23.8622,23.1072,24.84
"MED",52.81,46.41,55.87,50.0689,55.5837,49.7889,53.73
"MEDP",45.65,42.13,47.4,44.1427,47.0831,44.0142,44.98
"MEG",70.34,68.05,68.26,69.3604,68.1992,68.0903,65.72
"MEI",34.09,36.07,40.71,34.9376,39.3868,36.9001,42.91
"MEIP",89.63,70.19,96.21,81.3019,95.8675,79.4898,93.6
"MELI",41.23,48.39,47.87,41.6458,47.7671,48.2025,47.08
"MEOH",49.1,49.9,49.88,49.4431,49.8824,49.8954,50.99
"MERC",66.5,57.98,63.44,62.8526,60.3822,58.582,54.15
"MESA",92.17,93.54,98.53,92.7545,97.1033,94.4307,97.67
"MESO",177.1,150.67,146.16,165.7784,147.445,149.8633,150.08
"MET",30.21,34.02,33.18,31.1459,33.232,33.7212,33.6
"MEXX",80.3,79.21,81.35,79.8318,80.1467,79.441,80.95
"MFA",36.56,45.19,43.36,40.2564,43.884,44.8647,41.51
"MFC",23.55,27.65,28.3,25.3061,28.4273,27.8821,29.23
"MFG",60.37,36.25,29.76,50.0383,31.6134,35.0921,26.98
"MFGP",106.1,94.22,95.29,101.0117,94.9847,94.4146,92.53
"MFIN",77.81,73.63,73.08,77.2438,74.9914,76.1176,75.18
"MG",63.57,64,70.5,63.7501,66.8542,64.711,72.74
"MGA",37.26,40.47,42.31,38.6323,42.04,41.1293,40.24
"MGC",16.94,18.03,19.26,17.4073,18.9112,18.2491,20.57
"MGEE",24.09,23.02,28.44,23.0237,25.406,23.6189,28.54
"MGI",130.71,117.15,118.05,124.8998,116.6406,117.471,110.67
"MGIC",43.57,42.27,44.17,43.0159,43.1086,42.4812,45.16
"MGK",23.12,25.18,26.2,24.0026,25.9085,25.3621,26.61
"MGLN",50.01,37.88,40.39,44.8141,40.211,38.7731,39.06
"MGM",48.27,52.89,54.88,38.9968,54.5499,53.6014,52.38
"MGNI",93.55,96.07,102.86,94.6321,102.7163,98.4949,101.8
"MGNX",101.49,104.33,105.91,102.7025,105.4559,104.609,107.21
"MGP",25.14,26.01,26.96,25.5101,27.1572,26.3468,28.48
"MGPI",48.75,43.84,55.89,46.6503,54.4521,48.1496,44.99
"MGRC",27.63,28.78,34.83,28.1228,34.9485,30.9417,35.72
"MGTA",193.41,179.23,119.9,119.8972,119.8972,119.8972,121.73
"MGTX",66,68.44,73.73,67.0465,72.2206,69.3878,79.13
"MGV",17.32,20.38,19.94,18.6343,20.0655,20.3049,20.83
"MGY",79.22,69.87,73.58,77.8767,72.9549,75.1869,68.88
"MHK",41.16,47.61,47.52,43.9217,47.5687,47.5996,47.22
"MHLD",122.21,89.82,90.42,108.3389,90.0792,89.8815,103.2
"MHO",55.38,59.68,60.57,57.2236,59.9242,59.9977,59.07
"MIC",39.38,39.17,38.62,39.2882,38.7766,39.0685,37.15
"MIDD",41.83,39.36,43.66,40.7743,43.7194,40.8982,44.11
"MIDU",68.4,67.45,69.32,67.994,68.7889,67.787,65.76
"MIK",76.82,74.8,82.65,75.9516,82.7563,77.6043,83.44
"MIME",48.7,51.41,51.44,49.8619,51.4219,51.4139,50.68
"MIND",108.85,92.52,103.74,101.8559,104.9707,96.5289,113.06
"MIST",144.23,98.59,99.18,124.6829,98.7532,98.7992,95.93
"MITK",79.22,84.34,77.22,81.4144,79.2496,83.0667,72.28
"MITT",51.95,68.43,68.69,59.0059,68.6163,68.4737,63.26
"MIXT",72.84,48.08,43.63,62.2336,44.1463,46.486,47.56
"MJ",52.63,50.54,53.82,51.7345,52.8855,51.1286,54.31
"MKC",21.51,26.22,25.66,23.5295,25.6185,26.0239,25.32
"MKL",25.84,28.44,28.97,26.9528,28.8165,28.5342,29.61
"MKSI",35.25,41.83,39.26,38.069,39.993,41.3683,38.27
"MKTX",30.6,34.26,34.9,32.1662,34.5425,34.3296,34.31
"MLCO",45.7,48.23,49.27,46.7824,48.9735,48.4143,48.47
"MLHR",45.79,48.44,53.48,46.9282,50.6562,48.9966,53.9
"MLI",37.85,46.5,37.47,41.5537,38.02,43.2709,41.64
"MLM",33.84,35.76,35.14,34.6645,35.3183,35.6526,36.31
"MLND",209.83,212.19,193.75,207.179,196.5704,201.8747,197.29
"MLPA",53.14,42.68,44.08,48.6603,42.6753,42.6753,40.46
"MLPI",0,0,0,0,0,0,0
"MLPX",41.91,37.17,42.11,39.88,42.5214,38.9326,45.23
"MLR",0,32.59,0,32.5884,32.5884,32.5884,0
"MMC",21.69,23.24,23.22,22.3527,23.2239,23.2366,23.18
"MMI",54.69,48.47,34.92,52.0263,42.5137,46.9828,35.18
"MMLP",0,0,131.67,131.6703,131.6703,131.6703,107.5
"MMM",21.23,26.36,25.72,26.4276,25.4695,26.1344,25.13
"MMP",31.29,35.61,32.37,33.1417,33.2906,35.0288,31.81
"MMS",37.79,36.01,25.96,37.0263,28.8239,34.2125,27.72
"MMSI",60.79,47.09,53.05,54.9207,51.3473,48.1556,53.17
"MMYT",49.81,60.21,56.23,54.2641,58.4562,59.7687,58.8
"MN",105.3,73.35,74.22,73.3485,74.0731,73.6616,73.08
"MNKD",114.75,115.8,106.29,116.9684,111.6199,114.7578,105.54
"MNKKQ",0,0,0,0,0,0,0
"MNOV",192.36,118.8,112.91,160.8493,114.5905,117.7449,98.6
"MNR",33.35,35.46,36.05,34.257,35.7221,35.529,35.83
"MNRL",74.8,65.83,64.05,70.9568,64.0338,65.1946,63.9
"MNRO",39.46,42.36,42.39,40.7036,42.3808,42.3689,42.6
"MNSO",73.88,76.77,81.54,75.1188,78.8642,77.2905,80.11
"MNST",24.98,25.34,28.59,24.6406,28.5852,26.4998,28.55
"MNTX",44.94,52.75,53.04,48.2816,52.8879,52.851,51.9
"MO",24.55,27.52,27.53,29.0066,27.7229,27.5227,28.96
"MOAT",0,19.07,23.28,23.2778,23.2778,23.2778,0
"MOBL",0,0,0,0,0,0,0
"MOD",59.72,81.27,56.71,68.9514,70.4708,78.5735,63.2
"MODN",45,50.19,50.27,47.2231,50.2272,50.1994,48.76
"MOG.A",43.19,40.34,41.44,41.9673,41.5722,40.7332,42.45
"MOH",38.59,39.85,40.49,39.1273,40.4069,40.0778,39.89
"MOMO",52.07,52.24,57.19,52.9315,55.7801,53.1258,56.69
"MOO",19.88,21.9,21.08,20.7479,21.5411,21.8139,19.98
"MORN",23.48,28.15,27.76,25.4822,27.7959,28.0127,28.03
"MOS",46.55,50.03,53.01,49.3667,52.9083,51.0946,52.25
"MOV",56.36,56.11,57.74,56.2501,58.5341,56.6928,63.71
"MP",103.23,103.81,109.29,103.477,108.5023,105.7694,103.33
"MPAA",52.56,53.78,53.72,53.0814,53.415,53.7592,51.4
"MPC",49.06,51.57,48.77,51.5483,49.5691,51.0665,48.45
"MPLN",73.4,76.74,81.79,74.8313,80.346,77.6377,82.5
"MPLX",37.47,41.6,39.81,39.2375,39.8212,40.9621,39.88
"MPW",23.38,27.91,28.02,25.3213,27.9849,27.9263,27.92
"MPWR",38.37,43.96,43.33,40.7654,43.2438,43.7336,42.67
"MPX",69.22,68.79,68.53,69.0363,67.3702,68.695,59.76
"MRC",0,89.89,91.44,89.8872,89.3544,90.442,75.67
"MRCC",64.7,40.9,48.48,54.508,49.5455,43.6063,56.57
"MRCY",31.52,40.25,38.84,35.2573,39.2421,39.9951,38.91
"MRK",24.14,23.67,24.09,22.905,23.9161,23.8164,23.69
"MRKR",0,179.5,192.97,179.5008,185.4223,180.9801,156.62
"MRLN",53.32,87.18,73.33,67.8233,74.0308,82.2336,78.61
"MRNA",87.94,87.97,86.53,87.4785,86.9393,87.711,85.53
"MRNS",84.5,152.84,107.97,113.7687,120.7734,144.8319,117.34
"MRO",60.57,70.94,67.57,56.946,68.5291,70.3381,67.35
"MRSN",117.8,95.92,85.53,108.4288,91.349,94.7764,82.74
"MRTN",35.17,46.83,40.4,40.1651,40.0051,44.5337,37.42
"MRTX",65.78,59.65,60.17,63.1557,59.6248,59.836,56.03
"MRVI",80.65,72.79,83.13,77.2843,83.0862,76.4841,82.81
"MRVL",39.05,40.32,42.77,37.8171,41.3971,40.5907,43.32
"MS",30.65,34.2,34.63,35.6238,34.7486,34.3533,34.91
"MSA",25.37,29.72,28.15,27.232,28.2705,29.1571,29.05
"MSB",40.13,42.03,41.15,40.9476,41.5431,41.7179,44.13
"MSCI",37.22,33.48,33.32,35.6157,33.4049,33.4211,33.98
"MSEX",37.39,28.97,41.14,28.969,39.2866,33.317,27.15
"MSFT",24.02,29.12,28.63,29.5466,28.5998,28.9476,28.56
"MSGE",55.32,50.97,47.77,53.4542,49.5627,50.616,46.93
"MSGN",46.94,51.14,50.77,48.7368,50.9736,51.0954,51.48
"MSGS",27.99,31.6,31.4,29.5366,31.5134,31.5789,31.8
"MSI",27.12,29.68,29.45,28.2128,29.5109,29.6343,29.14
"MSM",39.99,33.06,32.29,37.0213,32.1874,32.7847,31.5
"MSON",71.15,59.88,57.85,66.3247,58.4331,59.5198,55.74
"MSOS",48.33,49.93,54.18,49.0173,54.461,51.4518,56.29
"MSP",56.55,64.23,59.88,59.8403,60.4266,62.6788,63.99
"MSTR",95.2,103.38,102.49,98.7009,102.7408,103.2186,105.44
"MT",45.97,51.17,52.27,47.8045,52.3317,51.565,52.41
"MTB",40.17,38.83,40.08,39.5958,39.7208,39.0549,38.21
"MTCH",40.75,49.08,45.78,43.8018,45.8669,47.901,46.46
"MTD",23.5,28.84,28.46,25.7857,28.5642,28.7688,28.51
"MTDR",80.85,86.75,82.67,83.3738,82.4888,85.29,81.28
"MTEM",124.99,105.22,101.24,116.5211,99.947,103.7988,91.48
"MTG",38.55,41.85,42.11,39.9641,42.2888,41.9446,43.43
"MTH",43.66,47.55,48.58,45.3216,48.5819,47.9158,48.58
"MTL",145.23,110.03,128.7,130.1548,123.3728,113.3661,105.08
"MTLS",85.95,85.47,82.02,85.745,83.9532,85.0921,81.38
"MTN",39.84,36,37.67,38.1944,37.1896,36.2945,37.92
"MTOR",42.32,48.19,46.64,44.8337,47.5096,48.0226,45.73
"MTRN",0,40.7,43.92,40.6979,43.5875,41.8507,41.38
"MTRX",81.92,71.98,60.5,77.6627,66.9301,70.7171,55.46
"MTSC",0,10.94,8.59,10.9397,9.2586,10.5197,15.37
"MTSI",44.56,60.86,57.4,51.545,59.3431,60.4847,56.02
"MTUM",20.85,22.81,25.61,21.6916,24.0414,23.1196,25.28
"MTW",52.53,60.64,57.52,56.003,57.5995,59.5236,58.14
"MTX",49.89,38.03,40.29,38.0347,39.0266,38.2825,39.64
"MTZ",41.26,43.09,45.51,42.0467,44.8232,43.5259,45.52
"MU",55.98,47.58,46.75,50.73,47.1957,47.2847,47.78
"MUB",3.95,4.61,4.67,4.2349,4.6362,4.618,5.42
"MUFG",0,38.74,34.69,38.7398,36.9572,38.2944,35.73
"MUNI",0,6.74,6.48,6.74,6.4387,6.6481,6.15
"MUR",77.34,79.82,79.26,78.4013,79.4193,79.7181,78.58
"MUSA",32.27,34.3,33.04,33.1422,33.4006,34.0762,32.38
"MUX",91.61,85.43,89.92,85.4264,87.4001,85.9195,101.34
"MVC",0,0,0,0,0,0,0
"MVIS",187.51,184.11,192.61,186.0524,187.8478,185.0439,180.28
"MVO",89.45,62.38,58.67,77.8528,60.7476,61.969,67.3
"MWA",33.52,34.43,36.81,33.9084,35.4734,34.6892,35.23
"MX",58.78,67.73,69.12,62.6137,68.1671,68.2273,61.91
"MXI",19.78,23.07,19.74,21.1876,20.1371,21.8799,22.76
"MXIM",26.28,32.96,30.86,29.1388,32.0383,32.7291,30.41
"MXL",48.46,55.76,53.71,51.5844,53.6086,55.0277,52.94
"MYE",69.12,43.57,52.58,58.1747,51.8835,46.7878,47.33
"MYGN",70.51,75.41,77.22,72.6094,76.207,75.6117,71.42
"MYOK",0,0,0,0,0,0,0
"MYOV",108.73,103.03,100.31,106.2904,101.0887,102.5459,102.09
"MYRG",37.29,41,43.1,38.8801,42.5033,41.3774,42.08
"MYY",0,0,0,0,0,0,0
"MZZ",42,49.67,52.63,49.6739,52.3353,50.7308,50.39
"NAIL",83.27,91.56,93.83,86.8194,93.9686,92.3673,94.91
"NAK",0,0,203.35,203.3456,203.3456,203.3456,169.15
"NANR",0,0,0,0,0,0,0
"NARI",56.19,65.53,68.91,60.1884,67.014,65.9004,69.69
"NAT",57.41,56.99,60.31,57.2286,59.3603,57.5826,59.33
"NATI",77.57,35.62,34.74,59.604,34.848,35.3053,35.58
"NAV",0,0,0,10.8858,10.8858,10.8858,0
"NAVB",147.35,145.12,141.72,146.3966,142.6901,144.514,141.18
"NAVI",48.14,49.54,49.96,48.7426,49.8368,49.6146,49.87
"NBEV",89.67,102.96,105.21,103.3835,105.9464,103.7619,110.79
"NBHC",77.1,38.14,35.98,38.138,36.5987,37.7535,39.93
"NBIX",49.27,46.21,44.75,47.9591,45.5656,46.0456,43.83
"NBLX",63.36,68.63,68.83,65.6157,68.7183,68.6543,71.07
"NBR",95.17,113.2,102.15,102.8906,102.3625,109.2501,103.75
"NBRV",69.48,151.32,196.7,90.4478,174.3679,132.4079,128.15
"NBSE",170.45,119.89,109.24,148.7943,115.2088,118.7235,108.05
"NBTB",37.75,35.27,33.65,36.6891,34.5586,35.0944,33.33
"NCLH",69.79,76.89,77.71,74.3741,77.6516,77.1824,77.3
"NCMI",134.64,109.91,113.36,124.0491,113.6129,111.1461,115.26
"NCNO",61.53,58.98,60.53,60.436,59.6609,59.151,59.88
"NCR",42.89,48.55,48.02,45.3171,48.1743,48.4575,48.65
"NCTY",0,0,0,0,0,0,0
"NDAQ",23.93,26.34,27.26,24.9625,27.2336,26.6711,27.03
"NDLS",64.88,71.14,69.52,67.5626,70.4254,70.9611,68.82
"NDSN",26.19,26.97,29.89,26.5279,29.871,28.0152,29.77
"NEBLQ",0,0,0,0,0,0,0
"NEE",25.5,26.16,26.19,25.7855,26.241,26.1722,26.56
"NEM",31.44,35.48,36.33,33.3167,36.2737,35.7862,35.89
"NEO",48.13,49.89,50.67,48.8838,50.2372,49.9796,49.89
"NEOG",35.94,33.45,35.89,34.8736,35.1911,33.8826,34
"NEOS",0,0,261.52,261.5207,261.5207,261.5207,443.76
"NEP",49.19,33.91,33.31,42.6453,33.4848,33.8039,32.41
"NEPT",160.38,122.65,110.67,144.2199,117.3839,121.3379,120.19
"NERD",35.29,39.62,37.94,37.1488,38.4179,39.323,33.38
"NERV",108.32,120.75,103.2,113.6442,108.2104,117.6193,90.46
"NESR",82.86,53.56,62.23,70.3115,61.6803,56.6618,58.05
"NET",61.53,69.05,65.69,62.4848,67.5753,68.6826,63.45
"NETL",0,0,0,31.2561,31.2561,31.2561,31.26
"NEU",20.22,25.6,25.42,22.5217,25.5106,25.5348,26.08
"NEW",136.96,99.91,104.33,121.0941,103.4085,101.4912,97.36
"NEWR",37.83,55.67,50.58,45.4699,50.3703,53.854,48.99
"NEWT",28.75,24.85,34.72,27.0805,34.6114,28.379,33.91
"NEX",116.54,112.73,113.27,114.9061,113.1168,112.8246,106.97
"NFBK",52.14,39.67,38.37,46.8006,38.4222,39.2061,38.76
"NFE",75.27,74.06,74.43,74.7519,74.2253,74.1905,72.91
"NFG",28.99,33.25,34.05,30.8132,33.8177,33.3884,28.52
"NFLX",34.65,42.59,40.83,46.1548,40.8881,41.9597,41.29
"NG",46.68,51.01,52.09,48.5321,52.0759,51.3933,52.01
"NGA",144.78,145.15,147.51,144.9393,146.8385,145.5749,146.8
"NGD",57.85,71.23,72.73,63.5833,71.8931,71.3987,76.07
"NGG",23.53,24.59,24.74,23.9837,25.0271,24.6444,26.94
"NGHC",0,0,49.72,49.7243,49.7243,49.7243,11.54
"NGL",98.13,100.26,103.6,99.0407,102.6442,100.8556,95.47
"NGM",123.64,95.31,90.48,111.5082,91.8599,94.4467,88.94
"NGS",78.26,66.62,52.81,66.6226,56.7505,64.1563,50.68
"NGVC",74.11,60.12,58.61,68.1138,58.9101,59.5786,60.87
"NGVT",37.57,43.52,43.66,40.1188,43.6181,43.5422,45.17
"NH",201.2,164.1,163.13,185.3106,160.7201,163.7544,144.92
"NHC",22.64,27.66,29.8,24.7884,28.6014,27.8952,29.91
"NHI",27.51,29.89,29.86,28.5264,29.8694,29.883,33.39
"NHTC",64.38,69.87,72.78,65.0271,67.6036,66.3154,72.2
"NI",27.44,28.75,28.96,27.999,28.9007,28.7886,28.45
"NIB",29.52,31.77,32.98,30.4839,32.3014,31.9014,33.24
"NICE",29.72,32.99,31.8,31.1188,32.469,32.8604,30.39
"NINE",129.54,0,120.74,128.0901,122.2886,125.1894,124.95
"NIO",117.62,107.09,109.94,108.3855,108.1643,108.1084,105.81
"NIU",84.58,83.53,89.18,84.1346,89.2084,85.5508,89.41
"NJR",0,44.08,40.38,44.0776,42.4528,43.6717,33.6
"NK",111.51,116.44,110.82,113.6254,112.4255,115.4394,106
"NKE",23.48,25.56,26.83,24.6797,27.7882,26.0143,29.07
"NKLA",100.92,120.29,124.35,117.5576,123.1923,121.0165,124.22
"NKTR",70.12,71.56,74.32,73.286,72.7744,71.8665,73.19
"NL",57.68,66.25,74.87,61.3525,70.0405,67.1971,70.89
"NLOK",31.4,41.04,37.34,35.526,38.3923,40.3759,36.81
"NLS",95.58,97.07,100.75,96.2151,99.7005,97.7263,101.3
"NLSN",39.42,43.81,45.07,41.2968,45.1273,44.2578,45.36
"NLTX",187.54,99.72,99.54,149.9235,99.5912,99.6856,129.13
"NLY",23.37,24.76,25.44,23.2073,26.8787,25.0012,28.79
"NM",99.62,89.87,97.12,89.8733,100.5069,92.4625,122.74
